category      count  postdate    writer    title                                                               summary                                                                                                                                         link
----------  -------  ----------  --------  ------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------
good           3426  2018.09.18  연합뉴스  문대통령·김정은, 평양서 포옹…한반도평화·비핵화 여정 돌입            김정은, 공항서 문대통령 직접 영접…평양시민들 환호에 문대통령 손잡기도세번째 만남이자 115일만의 대좌…                                            /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010349297
good           3324  2018.09.18  연합뉴스  김정은 위원장 부부, 평양 순안공항서 문대통령 부부 영접              [평양정상회담] 문 대통령-김정은 위원장, '뜨거운 포옹'(평양=연합뉴스) 평양사진공동취재단 배재만 기자 = 문재인 대통령과 부인 김정숙 여사가 18일…  /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010348912
good           2484  2018.09.18  연합뉴스  문대통령, 평양 도착…역대 대통령으로 세번째 방북(2보)                김정은 위원장 부부, 순안공항서 문 대통령 부부 직접 영접  / 연합뉴스 (Yonhapnews)    (서울=연합뉴스) 김남권 기자 = 문재인 대통령은 18일 김정…    /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010348831
good           2100  2018.09.18  뉴스1     文대통령, 전용기 타고 北으로 출발…오전 10시 도착 예상               문재인 대통령과 김정숙 여사.2018.3.22/뉴스1 © News1 이재명 기자(서울=뉴스1) 조소영 기자,정상훈 기자 = 문재인 대통령이 18일 오전 경기 성남 서…   /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003594754
good           1423  2018.09.18  뉴스1     [평양회담] 김정은, 文대통령 '파격 환대'…오후 정상회담(종합)         18일 오후 서울 중구 동대문디자인플라자에 마련된 평양 남북정상회담 메인프레스센터에서 평양에 도착한 문재인 대통령과 김정은 북한 국무위원장의 …   /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003595781
good           1409  2018.09.18  연합뉴스  남북정상, 오후 3시30분부터 첫회담…같은 차로 함께 이동하기도(종합)   정상회담 후 만찬은 목란관에서 진행될 듯[평양정상회담] 평양 시민들에게 손흔들어 답례하는 문 대통령(서울=연합뉴스) 서명곤 기자 = '2018남북정상…   /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010349575
good           1356  2018.09.18  연합뉴스  김여정 北 제1부부장, 평양 순안공항에 문대통령 영접 나와             [평양정상회담] 순안공항 김여정 등장(서울=연합뉴스) 서명곤 기자 = 18일 서울 동대문디자인플라자(DDP)에 마련된 남북정상회담 메인프레스센터 대…     /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010348789
good           1351  2018.09.18  뉴스1     [평양회담] 文대통령 내외, 서울서 평양까지 행보는…김정은 '파격대우'  문재인 대통령과 부인 김정숙 여사가 18일 오전 청와대에서 남북정상회담이 열리는 평양으로 출발하기 위해 관저를 나서다 환송나온 청와대 직원들에게…  /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003595605
good           1265  2018.09.18  연합뉴스  문대통령·김위원장, 115일만에 만남…평양에선 첫 대면(속보)            [평양정상회담] 평양포옹(서울=연합뉴스) 진성철 기자 = '2018남북정상회담평양'의 첫날인 18일 평양 순안공항에 도착한 문재인 대통령이 마중 나온 김…  /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010348913
good           1115  2018.09.18  YTN       [현장영상] 문재인 대통령·김정은 위원장, 포옹 인사                   - 김정은 위원장, 리설주 여사와 함께 문 대통령 직접 영접- 문 대통령, 손 흔들며 환영인파에 인사- 문 대통령·김정은 위원장, 포옹 인사◆ 앵커 : …     /main/ranking/read.nhn?rankingType=popular_like&oid=052&aid=0001194677
