category      count  postdate    writer      title                                                                             summary                                                                                                                                         link
----------  -------  ----------  ----------  --------------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------
good           3045  2018.10.18  서울신문    깜짝 한국어로 시작된 바티칸 미사…교황청의 파격적인 문 대통령 환대                 [서울신문]평화를 빕니다 - 교황청을 공식 방문 중인 문재인 대통령과 부인 김정숙 여사가 17일 오후 (현지…                                           /main/ranking/read.nhn?rankingType=popular_like&oid=081&aid=0002949817
good           2896  2018.10.18  뉴시스      文대통령 "평화 기도 반드시 실현···기필코 평화 이루고 분단 극복"                   【로마(이탈리아)=뉴시스】전신 기자 = 유럽순방 중인 문재인 대통령이 17일 오후 6시(현지시간·한국시간 18일 오전 1시) 바티칸시국 성 베드로 성당…    /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008861281
good           1306  2018.10.18  YTN         [현장영상] 문재인 대통령, 한반도 평화를 위한 특별미사 기념사                      [문재인 대통령]찬미 예수님! 존경하는 파롤린 국무원장님, 내외 귀빈 여러분. 가톨릭의 고향, 성베드로 대성당에서 여러분과 만나고 미사를 올리게 되…  /main/ranking/read.nhn?rankingType=popular_like&oid=052&aid=0001205108
good            356  2018.10.17  이데일리    김정숙 여사 '샤넬' 재킷에 강용석·류여해 열폭?..."외모비하까지 해야하나"           사진=강용석 변호사 페이스북[이데일리 박지혜 기자] 문재인 대통령의 부인 김정숙 여사가 국빈 방문한 프랑스 파리에서 한글이 새겨진 ‘샤넬’ 재킷을 …  /main/ranking/read.nhn?rankingType=popular_like&oid=018&aid=0004226209
good            301  2018.10.18  조선일보    해리스 "韓美 목소리 일치해야 목표 이뤄"                                           "한국 정부, 남북관계에 우선순위" 現정부 대북 노선 우회 비판매티스 "北제재 정찰 지속"… 美국무부 "러와 제재 이행 협의"문재인 정부가 대북 제재 …   /main/ranking/read.nhn?rankingType=popular_like&oid=023&aid=0003404614
good            244  2018.10.18  연합뉴스    오늘 '카카오 카풀 반발' 택시운행 중단…출퇴근길 큰 혼잡 예상                       업계 "오전 4시부터 24시간 운전대 놔"·오후 2시 광화문서 대규모 집회최대 5만명 '집단행동' 관측…'행정처분' 압박에 참여 규모 줄 수도카풀 서비스…    /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010408173
good            219  2018.10.18  YTN         우연히 마주친 범인...한눈에 알아보고 검거한 형사                                  한 형사가 쉬는 날, 우연히 마주친 사기 피의자를 곧바로 따라가 검거했습니다.수배자 명단을 얼마나 달달 외우고 있었으면 한눈에 알아볼 수 있었을까…  /main/ranking/read.nhn?rankingType=popular_like&oid=052&aid=0001205149
good            209  2018.10.18  연합뉴스    베드로 성당 피에타 상 보는 문 대통령                                              (바티칸=연합뉴스) 배재만 기자 = 문재인 대통령이 17일(현지시간) 오후 이탈리아 로마 바티칸 성 베드로 성당에서 '한반도 평화를 위한 특별미사…       /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010408325
good            180  2018.10.18  아시아경제  '카카오 카풀 반발' 우려됐던 택시대란, 아직은 잠잠…평소와 다름없는 출근길          카카오의 카풀사업 진출에 반대하는 전국 택시업계 종사자들이 '24시간' 운행중단에 나서기로 한 18일 오전 서울 마포구 홍대거리 인근에서 택시들이 …   /main/ranking/read.nhn?rankingType=popular_like&oid=277&aid=0004336495
good            148  2018.10.17  연합뉴스    문대통령 참석 교황청 미사 1시간 진행…한국 대통령으로는 처음                       '한반도 평화' 주제 파롤린 국무원장 집전…교황청 "아주 특별하고 이례적"미사 직후 문대통령 10분간 연설…내일은 교황 면담 '방북 초청' 전달 문재…     /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010407660
warm            178  2018.10.18  서울신문    깜짝 한국어로 시작된 바티칸 미사…교황청의 파격적인 문 대통령 환대                 [서울신문]평화를 빕니다 - 교황청을 공식 방문 중인 문재인 대통령과 부인 김정숙 여사가 17일 오후 (현지…                                           /main/ranking/read.nhn?rankingType=popular_like&oid=081&aid=0002949817
warm             22  2018.10.18  뉴시스      文대통령 "평화 기도 반드시 실현···기필코 평화 이루고 분단 극복"                   【로마(이탈리아)=뉴시스】전신 기자 = 유럽순방 중인 문재인 대통령이 17일 오후 6시(현지시간·한국시간 18일 오전 1시) 바티칸시국 성 베드로 성당…    /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008861281
warm             18  2018.10.18  연합뉴스    오늘 '카카오 카풀 반발' 택시운행 중단…출퇴근길 큰 혼잡 예상                       업계 "오전 4시부터 24시간 운전대 놔"·오후 2시 광화문서 대규모 집회최대 5만명 '집단행동' 관측…'행정처분' 압박에 참여 규모 줄 수도카풀 서비스…    /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010408173
