category      count  postdate    writer        title                                                                                  summary                                                                                                                                         link
----------  -------  ----------  ------------  -------------------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------
good           1530  2018.10.11  연합뉴스      문대통령 "제주해군기지 도민아픔 위로…강정마을 치유에 최선"                             제주 국제관함식 연설 "해군기지를 평화거점으로…지역민·해군 상생 계기""평화로 가는 길 결코 순탄치 않…                                             /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010393516
good           1214  2018.10.11  연합뉴스      [국감현장] 한국당 "유은혜 인정 안 해"…차관에 대신 질의(종합)                           교육위서 유 부총리 증인선서 반대도…여야 공방에 퇴장도, 정회도선서하는 유은혜 부총리(서울=연합뉴스) 최재구 기자 = 유은혜 부총리 겸 교육부 장…    /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010393179
good           1193  2018.10.11  뉴시스        '갈등의 섬을 치유의 섬으로'···강정마을 주민에 건넨 文의 약속                           【서귀포=뉴시스】전신 기자 = 문재인 대통령이 11일 제주민군복합형 관광미항 일대에서 열린 2018 대한민국 해군 국제 관함식에 참석해 좌승함인 일출…  /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008849792
good            840  2018.10.11  시사저널      '비닐봉지 없는 세상' 만든 10대 발리 소녀                                               멜라티 위즌 "비닐봉지 없애면 세상이 달라진다""숨을 깊이 들이마시고 내뱉어보라. 이렇게 우리가 숨 쉬는 공기의 70%는 해양에서 온다. 그런데 그 해…  /main/ranking/read.nhn?rankingType=popular_like&oid=586&aid=0000003433
good            610  2018.10.11  뉴시스        강정마을 찾은 文대통령 "사면·복권, 사건 재판 확정되면 적극 검토" 약속                  【서귀포=뉴시스】전신 기자 = 문재인 대통령이 11일 제주 서귀포 강정마을 커뮤니티센터에서 열린 강정마을 주민과의 대화에서 모두발언하고 있다. 20…  /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008850272
good            577  2018.10.11  연합뉴스      갈등 겪는 강정마을 대통령 첫 방문…주민 명예회복 이뤄지나                               마을회, 사면·복권 및 공동체 회복사업 확대 건의 예정 '관심'(서귀포=연합뉴스) 고성식 기자 = 문재인 대통령이 11일 오후 해군 국제관함식에 참석차…   /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010393544
good            533  2018.10.11  뉴스1         '해군 국제관함식' 백미 해상사열, 제주 앞바다서 펼쳐져                                  2018 대한민국 해군 국제관함식 이틀째인 11일 오후 서귀포시 제주해군기지 앞바다에서 율곡이이함(DDG-9977천600t)을 선두로 우리나라 해군 함정들…     /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003632080
good            491  2018.10.11  TV조선        BTS, 남은 건 '그래미'뿐…이제는 '상탄소년단'                                            세계적 가수로 거듭난 방탄소년단, 지금까지 몇 개의 상을 탔는지 헤아릴 수가 없을 정도로 하루걸러 수상자 명단에 오르고 있어서 '상탄소년단'이라고…  /main/ranking/read.nhn?rankingType=popular_like&oid=448&aid=0000254236
good            449  2018.10.11  서울경제      [제재완화 균열 보인 한미] '말 앞에 마차 놓지 마라'...美, 비핵화 빠진 '경협 액셀' 경고  강경화 외교부 장관의 5·24조치 해제 발언에 대해 강하게 반대한 도널드 트럼프 미국 대통령이 10일(현지시간) 펜실베이니아주 이리에서 열린 선거 유…   /main/ranking/read.nhn?rankingType=popular_like&oid=011&aid=0003414003
good            415  2018.10.11  머니투데이    청약당첨 1주택자, 6개월 내 집 안팔면 '최대 3000만원 벌금'                              [머니투데이 김사무엘 기자] [수도권·투기과열지구 등은 추첨제 물량 75% 무주택자 우선공급]서울의 한 모델하우스에서 방문객들이 주택 모형을 둘러…    /main/ranking/read.nhn?rankingType=popular_like&oid=008&aid=0004116057
