category      count  postdate    writer      title                                                                 summary                                                                                                                                         link
----------  -------  ----------  ----------  --------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------
good           1606  2018.09.27  중앙일보    “시댁 안갔다” “나홀로 여행” 명절날 행동하는 며느리들                  결혼 15년차 40대 주부 임모씨는 올해 추석에는 시댁에 가지 않겠다고 남편에게 통보했다. 20대 중반에 결혼…                                          /main/ranking/read.nhn?rankingType=popular_like&oid=025&aid=0002852427
good           1551  2018.09.27  뉴시스      [종합]트럼프 "北 비핵화,3년 걸려도 상관없어…내가 전쟁 막아"           【서울=뉴시스】 오애리 기자 = 도널드 트럼프 미국 대통령이 26일(현지시간) 유엔본부에서 가진 기자회견에서 북한과의 비핵화 협상에 시한은 없다는 …  /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008825787
good           1488  2018.09.27  연합뉴스    기재부 "비인가자료 공개 심재철 오늘 검찰 고발"(종합)                  심 의원 보좌진 검찰 고발 이어 '자료공개' 심 위원도 고발 방침기재2차관 "안보전략 유출 우려…고위직 신변안전 위해 가능성도"심재철 "현 정권은 국…   /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010365785
good           1461  2018.09.27  연합뉴스    문대통령, 유엔서 종전선언 화두 제시…정상들에 평화로드맵도             "北 실망과 분노"→"감동과 희망" 1년만에 극적 변화…구체화된 비핵화 청사진"동북아 인구, 세계 5분의1"…다자주의 앞세워 국제사회 지지 호소제재 …      /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010364769
good           1426  2018.09.27  뉴스1       文대통령 '국제사회가 北 평화·번영 이끌어달라'…지지 호소               문재인 대통령이 지난해 9월 21일 (현지시간) 미국 뉴욕 유엔본부에서 열린 제72차 유엔총회에서 기조연설을 하고 있다. (청와대 페이스북) 2017.9.22/…  /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003607652
good           1042  2018.09.27  연합뉴스    [방미결산] 문대통령, '평양에서 뉴욕까지' 숨 가쁜 한반도 평화 강행군   남북정상회담 성과 토대로 글로벌 무대서 평화구축 협력 당부美 여론주도층 대상 연설로 한반도 평화구상 지지 확보한미FTA 개정 협상 마무리…한미…      /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010364869
good           1041  2018.09.27  연합뉴스    트럼프 "시진핑은 이제 내 친구 아냐…중국이 美선거 개입중"              "중국이 내 선거승리 원치 않아…개입 증거 있지만 지금은 공개안해"中 "다른 나라 국내사안에 관여안해" 반박…G2 갈등 확대 우려지난해 11월 방중에…     /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010365154
good            913  2018.09.27  연합뉴스    트럼프 "문대통령 인터뷰, 아주 대단했다…친절한 말씀에 감사"            양자회담하는 아베 앞에서 문 대통령 높이 평가하며 거듭 사의 (뉴욕=연합뉴스) 배재만 기자 = 문재인 대통령과 도널드 트럼프 미국 대통령이 24일 오…   /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010364928
good            744  2018.09.27  뉴시스      정부, '입국장 면세점 도입방안' 확정…인천공항 첫 운영                  【인천공항=뉴시스】홍찬선 기자 = 문재인 대통령이 국내공항의 입국장 면세점의 필요성을 강조한 가운데 14일 오후 인천공항 제1여객터미널에서 승객…   /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008825900
