category      count  postdate    writer      title                                                                                  summary                                                                                                                                         link
----------  -------  ----------  ----------  -------------------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------
good           4237  2018.09.25  세계일보    깜짝 펜 선물·기념사진 트윗…유쾌했던 한미 정상회담 [뉴스+]                              문재인 대통령과 도널드 트럼프 미 대통령은 24일(현지시간) 진행된 한·미 정상회담에서 한반도 비핵화와 …                                            /main/ranking/read.nhn?rankingType=popular_like&oid=022&aid=0003306259
good           2971  2018.09.25  세계일보    방송 3사 모두 “70% 이상”…문 대통령 지지율 ‘고공행진’                                   [이슈톡톡] 10명 중 8명 이상 김정은 ‘서울 답방’ 긍정 / 靑 “외신 극찬” 홍보지난 18∼20일 개최된 ‘2018 남북정상회담 평양’의 후폭풍이 거세다. 추…    /main/ranking/read.nhn?rankingType=popular_like&oid=022&aid=0003306211
good           1755  2018.09.25  서울경제    文 “한미FTA, 좋은 협정으로 개정” 트럼프 “美 적자 줄일 것”                              문재인 대통령과 도널드 트럼프 미국 대통령이 24일 오후 (현지시간) 미국 뉴욕 롯데 뉴욕팰리스 호텔에서 열린 ‘한미 자유무역협정(FTA) 서명식’에…     /main/ranking/read.nhn?rankingType=popular_like&oid=011&aid=0003402358
good           1605  2018.09.25  MBC 뉴스    한국 가수 최초 '유엔 연설' BTS…"자신을 사랑하라"                                       [뉴스데스크]◀ 앵커 ▶세계적인 케이팝 그룹 방탄소년단, BTS가 한국 가수로는 처음 유엔 총회에서 연설을 했습니다.BTS는 전 세계 젊은이를 향해 …       /main/ranking/read.nhn?rankingType=popular_like&oid=214&aid=0000877444
good           1372  2018.09.25  동아일보    “장하성이야말로 통계 왜곡 정점 선 인물”                                                통계 독립성 ‘황고집’ 황수경 왜 잘렸나신장섭 싱가포르국립대 교수﻿● 통계 왜곡해 결론 낸 책 ‘왜 분노해야 하는가’● 통계가 격투기 된 그리…           /main/ranking/read.nhn?rankingType=popular_like&oid=020&aid=0003171520
good            876  2018.09.25  서울신문    [밀리터리 인사이드] ‘월급 300만원’ 모병제 가능할까                                     [서울신문]병사 숙련도가 낮은 징병제 대신 모병제로 전환해야 한다는 목소리가 높아지고 있다. 사진은 훈련 중 적진을 살펴보는 특수부대 대원들. 국…   /main/ranking/read.nhn?rankingType=popular_like&oid=081&aid=0002944904
good            805  2018.09.25  머니투데이  여야, "FTA 개정 환영" 한목소리…한국당, 한미정상회담 '기대' 평가                        [머니투데이 조철희  기자] [[the300]與 "조기 발효 위해 절차 최선"…한국당 "비준안 국회 오면 국내 영향 면밀 심사"] 문재인 대통령과 도널드 트럼…    /main/ranking/read.nhn?rankingType=popular_like&oid=008&aid=0004109970
good            738  2018.09.25  헤럴드경제  [뉴스분석] 北ㆍ美 ‘영변 핵폐기ㆍ종전선언’ 빅딜?…한미정상회담으로 보는 청ㆍ적신호       [사진=연합뉴스]-트럼프, 북미정상회담 장소 “곧 발표될 듯”…‘9월 평양선언’ 환영-폼페이오 장관도 조만간 방북 시사 -美백악관, 브리핑 자료엔 ‘상응…   /main/ranking/read.nhn?rankingType=popular_like&oid=016&aid=0001445111
good            719  2018.09.25  뉴스1       남북→한미 이어 북미정상회담 가시화…이르면 내달 개최                                    © News1 방은영 디자이너(서울=뉴스1) 정은지 기자 = 남북정상회담, 한미정상회담에 이어 북미정상회담 연내 개최가 구체화되어 가고 있다. 문재인 대…   /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003606517
good            566  2018.09.25  뉴시스      남편·남친 성매매 캔다는 '유흥탐정' 폭발적 수요…후유증도                                【서울=뉴시스】김지은 기자 = 주부 정모(32)씨는 이달 중순께 남편과 크게 싸우고 냉전을 유지하며 이혼을 고민 중이다. 정씨가 온라인으로 의뢰한 '…   /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008824476
warm            130  2018.09.25  MBC 뉴스    한국 가수 최초 '유엔 연설' BTS…"자신을 사랑하라"                                       [뉴스데스크]◀ 앵커 ▶세계적인 케이팝 그룹 방탄소년단, BTS가 한국 가수로는 처음 유엔 총회에서 연설을…                                             /main/ranking/read.nhn?rankingType=popular_like&oid=214&aid=0000877444
warm            101  2018.09.25  세계일보    깜짝 펜 선물·기념사진 트윗…유쾌했던 한미 정상회담 [뉴스+]                              문재인 대통령과 도널드 트럼프 미 대통령은 24일(현지시간) 진행된 한·미 정상회담에서 한반도 비핵화와 한미자유무역협정(FTA) 등 묵직한 주제에…      /main/ranking/read.nhn?rankingType=popular_like&oid=022&aid=0003306259
warm             43  2018.09.25  연합뉴스    "가난한 사람은 계속 가난하란 말인가"…중국의 '하소연'(종합)                             "무역협상 美 의지에 달려…목에 칼 대지 말라" "중미 경제무역 협력은 불가역적 추세"…대화 의지도 강조 왕서우원 상무부 부부장 [AFP=연합뉴스](…       /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010363369
warm             43  2018.09.25  머니투데이  "지구는 쓰레기 행성"…초등학생이 붙인 손편지                                            [머니투데이 남형도 기자] [아파트 주민들에 "쓰레기 줄이자" 제안, 포스트잇 등 통해 "반성했다", "훈훈하다" 반응 이어져] 서울 강남 소재 한 초등학…  /main/ranking/read.nhn?rankingType=popular_like&oid=008&aid=0004109968
warm             28  2018.09.25  연합뉴스    中, 스웨덴과 갈등 격화…"방송서 중국 모욕했다" 반발                                     중국인 관광객이 스웨덴 경찰에 의해 호스텔에서 쫓겨나는 모습홍콩 사우스차이나모닝포스트(SCMP) 캡처(베이징=연합뉴스) 심재훈 특파원 = 중국 정…     /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010363182
warm             25  2018.09.25  연합뉴스    시흥 플라스틱 공장서 화재…중국인 1명 사망(종합)                                        소방당국 대응 1단계 발령…소방관 100여 명 투입해 진화 중(시흥=연합뉴스) 강영훈 기자 = 추석 연휴 막바지에 접어든 25일 시화공단 내 공장에서 불…    /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010363431
warm             24  2018.09.25  경향신문    한국당 ‘몰락의 상징’ 홍준표, 그의 컴백이 왜 겁날까?                                    홍준표 전 자유한국당 대표가 두 달간의 미국 생활을 마치고 15일 오후 인천국제공항을 통해 귀국하고 있다. 연합뉴스“홍준표 전 대표가 귀국한다고 당…  /main/ranking/read.nhn?rankingType=popular_like&oid=032&aid=0002895579
warm             20  2018.09.25  뉴시스      남편·남친 성매매 캔다는 '유흥탐정' 폭발적 수요…후유증도                                【서울=뉴시스】김지은 기자 = 주부 정모(32)씨는 이달 중순께 남편과 크게 싸우고 냉전을 유지하며 이혼을 고민 중이다. 정씨가 온라인으로 의뢰한 '…   /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008824476
warm             19  2018.09.25  연합뉴스    방탄소년단, 유엔서 뭉클한 메시지…"나만의 목소리를 내주세요"(종합)                      유엔총회서 유니세프 청년어젠다 행사…그룹리더 RM, 7분간 연설김정숙 여사·구테흐스 유엔사무총장·김용 세계은행총재 등 참석유엔무대 선 방탄소…       /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010362865
warm             16  2018.09.25  세계일보    방송 3사 모두 “70% 이상”…문 대통령 지지율 ‘고공행진’                                   [이슈톡톡] 10명 중 8명 이상 김정은 ‘서울 답방’ 긍정 / 靑 “외신 극찬” 홍보지난 18∼20일 개최된 ‘2018 남북정상회담 평양’의 후폭풍이 거세다. 추…    /main/ranking/read.nhn?rankingType=popular_like&oid=022&aid=0003306211
