category      count  postdate    writer      title                                                               summary                                                                                                                                         link
----------  -------  ----------  ----------  ------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------
good            542  2018.09.29  MBC 뉴스    '남북 육로' 다음 달 실사…'공동선언' 이행 본격화                     [뉴스투데이]◀ 앵커 ▶남북공동선언 이행을 위한 추진위원회 회의에서 동·서해선 철도와 도로 연결 착공식…                                             /main/ranking/read.nhn?rankingType=popular_like&oid=214&aid=0000878325
good            302  2018.09.28  이데일리    김진태 “北가서 송이 선물 받더니 땅 내주고 간첩선 불러들여”          김진태 자유한국당 의원 (사진=연합뉴스)[이데일리 장구슬 기자] 자유한국당이 이번 평양 남북정상회담 군사 분야 합의를 놓고 ‘서해북방한계선(NLL)…    /main/ranking/read.nhn?rankingType=popular_like&oid=018&aid=0004212399
good            290  2018.09.28  SBS 뉴스    "둘이 괴롭느니 혼자 외로운 게 낫다"…5060 이혼족 급증                <앵커>홀로 사는 1인 가구가 크게 늘고 있다는 것 잘 알고 계시지요. 그런데 오늘(28일) 통계청이 내놓은 자료에서 특히 눈에 띄는 건 5·60대 중년층 …   /main/ranking/read.nhn?rankingType=popular_like&oid=055&aid=0000677720
good            198  2018.09.28  JTBC        '남북 육로 연결' 내달 현지 공동조사…"유엔사와 협의"                 [앵커]청와대가 동해선과 서해선의 철도 도로를 잇기 위한 남북 간 공동 현지조사를 다음달 시작하겠다고 밝혔습니다. 올해 안에 착공식을 열기 위해서…  /main/ranking/read.nhn?rankingType=popular_like&oid=437&aid=0000192373
good            196  2018.09.28  한국경제    [와글와글] 택배기사가 본 생활수준에 따른 인성                       [ 이미나 기자  ] 사진=연합뉴스택배기사가 중산층과 서민을 접한 소감을 인터넷 커뮤니티에 남겨 화제가 되고 있다.택배기사 A씨는 "만나는 사람들의…   /main/ranking/read.nhn?rankingType=popular_like&oid=015&aid=0004017787
good            176  2018.09.29  조선일보    美정치권 "종전선언, 그렇게 쉽게 취소할 수 있는게 아냐"              노턴 전 美국무부 법률자문관 "종전선언 채택한 뒤 취소하려면 다시 전시 상황을 만들어야"문재인 대통령이 지난 25일(현지 시각) 미 폭스뉴스와의 인…   /main/ranking/read.nhn?rankingType=popular_like&oid=023&aid=0003401168
good            164  2018.09.29  중앙SUNDAY  낙타는 공범 수준 … 메르스 발병 주범 알고보니 박쥐                   ━   김은기의 바이오토크              박쥐는 낙타와 함께 메르스의 온상이다. 메르스 바이러스는 박쥐의 몸속에서 더 독한 놈으로 진화한다.      …    /main/ranking/read.nhn?rankingType=popular_like&oid=353&aid=0000032023
good            151  2018.09.27  뉴시스      "작은아빠도 전 좀 부치시죠"…추석 때 당황한 중년 남성들              【서울=뉴시스】 (뉴시스DB) 【서울=뉴시스】안채원 류병화 기자 = 큰형 집에서 명절을 쇠는 이모(50)씨는 이번 추석이 다소 당황스러웠다고 했다. 부…   /main/ranking/read.nhn?rankingType=popular_like&oid=003&aid=0008826927
good            134  2018.09.28  SBS 뉴스    [월드리포트] 섹스 로봇과 성매매?…주민들 '화들짝'                    미국 텍사스 주에 문을 열 예정인 '섹스 로봇 성매매 업소'를 둘러싼 논란에 대해 보도한 미국 방송사 뉴스의 일부분입니다. '킹키스 돌스(Kinkys Do…    /main/ranking/read.nhn?rankingType=popular_like&oid=055&aid=0000677620
good            122  2018.09.28  한국경제    넉 달째 '미세먼지 없는 청정하늘' 왜?                                차량 운행 그대로, 화력발전 풀가동했는데…6~8월 미세먼지 11%↓북태평양 고기압 영향력 커중국·몽골 미세먼지 유입 차단올해엔 폭염에 태풍까지 더…      /main/ranking/read.nhn?rankingType=popular_like&oid=015&aid=0004018158
warm             28  2018.09.29  머니투데이  노인들이 주운 폐지, 20배 비싸게 사는 청년들(영상)                   [머니투데이 이상봉 기자] [편집자주] #노인빈곤 #그린메이커 해시태그(#) 키워드로 풀어내는 신개념 영상 …                                           /main/ranking/read.nhn?rankingType=popular_like&oid=008&aid=0004111273
